web-scraper-order,web-scraper-start-url,name_of_location,food_address,phone_number,food_availability,food_coordinates,food_coordinates-href
"1588275637-659","https://ccfoodbank.org/food-locator/","","","559-960-5590","","",""
"1588275637-452","https://ccfoodbank.org/food-locator/","","1041 E Jensen, Fres  Fresno,  CA 93706","","","",""
"1588275637-445","https://ccfoodbank.org/food-locator/","","712 East Washington Street.  Earlimart,  CA 93219","","","",""
"1588275637-415","https://ccfoodbank.org/food-locator/","","2360 S. Bardell  Fresno,  CA 93706","","","",""
"1588275637-1242","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7569301,%20-120.388994)"
"1588275637-1013","https://ccfoodbank.org/food-locator/","","","","Open 2nd Saturday, 12pm-2pm","",""
"1588275637-1150","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8089835,%20-119.9218081)"
"1588275637-127","https://ccfoodbank.org/food-locator/","Life Ministries Church","","","","",""
"1588275637-60","https://ccfoodbank.org/food-locator/","Family Services of Tulare County","","","","",""
"1588275637-1236","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7118153,%20-119.7623058)"
"1588275637-595","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-92","https://ccfoodbank.org/food-locator/","Harmony Hope Chest Church","","","","",""
"1588275637-554","https://ccfoodbank.org/food-locator/","","","559-486-2061","","",""
"1588275637-604","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1196","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3351467,%20-119.6392994)"
"1588275637-906","https://ccfoodbank.org/food-locator/","","","","Open 3rd Monday, 1pm -3pm","",""
"1588275637-1222","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5457152,%20-119.2870916)"
"1588275637-1070","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3103203,%20-119.7063597)"
"1588275637-825","https://ccfoodbank.org/food-locator/","","","","Open 4th Thursday, 8:30am - 10:30am","",""
"1588275637-757","https://ccfoodbank.org/food-locator/","","","559-891-0811","","",""
"1588275637-161","https://ccfoodbank.org/food-locator/","Our Saviour's Lutheran Church-USDA","","","","",""
"1588275637-927","https://ccfoodbank.org/food-locator/","","","","Open 2nd, 4th & 5th Fridays, 3-5 p.m.","",""
"1588275637-527","https://ccfoodbank.org/food-locator/","","15101 W Kearny Blvd  Kerman,  CA 93630","","","",""
"1588275637-1037","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-721","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1201","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.9707814,%20-120.0478812)"
"1588275637-889","https://ccfoodbank.org/food-locator/","","","","Open Family Services Mon-Thurs 8:30am-11:30am
Breakfast served Mon-Fri 7:30am-8:30am","",""
"1588275637-849","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-586","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-322","https://ccfoodbank.org/food-locator/","","519 N. Douty St.  Hanford,  CA 93230","","","",""
"1588275637-262","https://ccfoodbank.org/food-locator/","Westside Youth Center - USDA","","","","",""
"1588275637-414","https://ccfoodbank.org/food-locator/","","5104 E. Clinton Way  Fresno,  CA 93727","","","",""
"1588275637-1008","https://ccfoodbank.org/food-locator/","","","","Open 1st Thursday, 10:00am  - 12:00pm","",""
"1588275637-894","https://ccfoodbank.org/food-locator/","","","","Open 2nd Tuesday, 7:30am -9:30am","",""
"1588275637-1265","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1298883,%20-118.818146)"
"1588275637-347","https://ccfoodbank.org/food-locator/","","2750 Martin Luther King Blvd.  Fresno,  CA 93706","","","",""
"1588275637-763","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-520","https://ccfoodbank.org/food-locator/","","3014 W Mckinley Ave  Fresno,  CA 93722","","","",""
"1588275637-913","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-799","https://ccfoodbank.org/food-locator/","","","","Description placeholder.","",""
"1588275637-453","https://ccfoodbank.org/food-locator/","","1701 Whitson  Selma,  CA 93662","","","",""
"1588275637-76","https://ccfoodbank.org/food-locator/","Fresno Christian Reformed","","","","",""
"1588275637-776","https://ccfoodbank.org/food-locator/","","","559-734-4833","","",""
"1588275637-475","https://ccfoodbank.org/food-locator/","","1550 E. Chester Riggins Ave.  Fresno,  CA 93706","","","",""
"1588275637-30","https://ccfoodbank.org/food-locator/","Central California Family Crissis Center","","","","",""
"1588275637-1107","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0980639,%20-119.5675043)"
"1588275637-1027","https://ccfoodbank.org/food-locator/","","","","Open Monday through Friday, 10am - 12:30pm","",""
"1588275637-783","https://ccfoodbank.org/food-locator/","","","559-925-3000","","",""
"1588275637-207","https://ccfoodbank.org/food-locator/","St. Katherine Catholic Church","","","","",""
"1588275637-3","https://ccfoodbank.org/food-locator/","Annadale Baptist Church","","","","",""
"1588275637-432","https://ccfoodbank.org/food-locator/","","100 E. College Ave.  Porterville,  CA 93257","","","",""
"1588275637-1083","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7284173,%20-119.7649973)"
"1588275637-173","https://ccfoodbank.org/food-locator/","Raymond Community - Mobile Pantry","","","","",""
"1588275637-280","https://ccfoodbank.org/food-locator/","","2311 E. Shaw Ave.  Fresno,  CA 93710","","","",""
"1588275637-378","https://ccfoodbank.org/food-locator/","","5955 S. Elm Ave.  Fresno,  CA 93706","","","",""
"1588275637-315","https://ccfoodbank.org/food-locator/","","1655 13th Street, F  Firebaugh,  CA 93662","","","",""
"1588275637-716","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-695","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1325","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1995248,%20-120.1005049)"
"1588275637-244","https://ccfoodbank.org/food-locator/","Visalia Emergency Aid Council","","","","",""
"1588275637-377","https://ccfoodbank.org/food-locator/","","740 Fresno St  Fresno,  CA 93706","","","",""
"1588275637-513","https://ccfoodbank.org/food-locator/","","5200 Caldwell, Visa  Visalia,  CA 93277","","","",""
"1588275637-300","https://ccfoodbank.org/food-locator/","","311 N. Douty St.   Hanford,  CA 93230","","","",""
"1588275637-846","https://ccfoodbank.org/food-locator/","","","","Open 4/20 9am until food runs out","",""
"1588275637-381","https://ccfoodbank.org/food-locator/","","1627 E Street  Fresno,  CA 93706","","","",""
"1588275637-1021","https://ccfoodbank.org/food-locator/","","","","Open 1st Tuesday, 9:00am -12:00pm","",""
"1588275637-880","https://ccfoodbank.org/food-locator/","","","","Open 4th Saturday of the month, 8:30-10:30am","",""
"1588275637-151","https://ccfoodbank.org/food-locator/","New Life Assembly of God of Exeter","","","","",""
"1588275637-274","https://ccfoodbank.org/food-locator/","","108 W. Kings St.  Avenal,  CA 93204","","","",""
"1588275637-1122","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7915892,%20-119.8974063)"
"1588275637-251","https://ccfoodbank.org/food-locator/","West Hills College - Coalinga","","","","",""
"1588275637-1045","https://ccfoodbank.org/food-locator/","","","","Open 2nd Wednesday, 10:30am-1:30pm","",""
"1588275637-1223","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8761937,%20-120.4800561)"
"1588275637-946","https://ccfoodbank.org/food-locator/","","","","Open Sundays,
12:30-1:30pm","",""
"1588275637-791","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-113","https://ccfoodbank.org/food-locator/","Ivanhoe Walnut Grove Assembly of God (VEAC)","","","","",""
"1588275637-666","https://ccfoodbank.org/food-locator/","","","(559) 237-3663 Ext. 1108","","",""
"1588275637-121","https://ccfoodbank.org/food-locator/","Lanare Community Center -USDA","","","","",""
"1588275637-1158","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8027535,%20-119.8887065)"
"1588275637-854","https://ccfoodbank.org/food-locator/","","","","Open Feeding Site Monday - Saturday, 11:30am - 12:30pm & Sunday Sack Lunch, 1:30pm - 2:30pm","",""
"1588275637-65","https://ccfoodbank.org/food-locator/","Firebaugh (Firebaugh Business Assoc.) - USDA","","","","",""
"1588275637-620","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-1179","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7866149,%20-119.7803087)"
"1588275637-320","https://ccfoodbank.org/food-locator/","","22001 West Manning Ave.  Joaquin,  CA 93660","","","",""
"1588275637-1317","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2926108,%20-119.8217898)"
"1588275637-1237","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.9544023,%20-120.0539764)"
"1588275637-753","https://ccfoodbank.org/food-locator/","","","559-945-7433","","",""
"1588275637-364","https://ccfoodbank.org/food-locator/","","2627 S. Marks Ave  Fresno,  CA 93706","","","",""
"1588275637-935","https://ccfoodbank.org/food-locator/","","","","Open 3rd Wednesday, 9:00am -2:00pm","",""
"1588275637-403","https://ccfoodbank.org/food-locator/","","3582 S Winery Ave,   Fresno,  CA 93725","","","",""
"1588275637-511","https://ccfoodbank.org/food-locator/","","3333 W Caldwell.  Visalia,  CA 93277","","","",""
"1588275637-924","https://ccfoodbank.org/food-locator/","","","","Open Neighborhood Market

2nd Saturday and last Saturday of every month. 

7am-until food runs out","",""
"1588275637-1276","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4857832,%20-119.2237233)"
"1588275637-806","https://ccfoodbank.org/food-locator/","","","","Open 2nd Wednesdays 10am-12pm (Veteran's Memorial Hall)","",""
"1588275637-657","https://ccfoodbank.org/food-locator/","","","559-917-3978","","",""
"1588275637-455","https://ccfoodbank.org/food-locator/","","1606 Mill St.  Selma,  CA 93662","","","",""
"1588275637-741","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-805","https://ccfoodbank.org/food-locator/","","","","Open Does one distributrion per year at selected location call for information","",""
"1588275637-160","https://ccfoodbank.org/food-locator/","Our Lady of the Assumption  USDA","","","","",""
"1588275637-614","https://ccfoodbank.org/food-locator/","","","559-638-2739","","",""
"1588275637-84","https://ccfoodbank.org/food-locator/","God's Bread Box","","","","",""
"1588275637-149","https://ccfoodbank.org/food-locator/","New Birth Evangelistic Center Church","","","","",""
"1588275637-583","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-1106","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0980639,%20-119.5675043)"
"1588275637-1110","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3229462,%20-119.3145528)"
"1588275637-263","https://ccfoodbank.org/food-locator/","Woodlake Food Pantry","","","","",""
"1588275637-165","https://ccfoodbank.org/food-locator/","Poplar ACTS 2 Christian Fellowship Church of God","","","","",""
"1588275637-632","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-481","https://ccfoodbank.org/food-locator/","","8842 E Dinuba Ave,   Selma,  CA 93662","","","",""
"1588275637-1134","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5582151,%20-119.6130996)"
"1588275637-1017","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-707","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-356","https://ccfoodbank.org/food-locator/","","700 N. Harris St.   Hanford,  CA 93231","","","",""
"1588275637-87","https://ccfoodbank.org/food-locator/","Goshen Family Health Care Network (VEAC)","","","","",""
"1588275637-964","https://ccfoodbank.org/food-locator/","","","","Open Student Pantry (only available for Porterville College students)
CLOSED for March (next date TBD)","",""
"1588275637-21","https://ccfoodbank.org/food-locator/","Call to Glory Ministries","","","","",""
"1588275637-159","https://ccfoodbank.org/food-locator/","Our Lady of Perpetual Help","","","","",""
"1588275637-404","https://ccfoodbank.org/food-locator/","","40390 Junction Dr  Oakhurst,  CA 93644","","","",""
"1588275637-465","https://ccfoodbank.org/food-locator/","","35800 Highway Highway.  Springville,  CA 93265","","","",""
"1588275637-833","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-203","https://ccfoodbank.org/food-locator/","St. James Protestant Episcopal Bishop - Neighborhood Market","","","","",""
"1588275637-1171","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6023682,%20-119.9047732)"
"1588275637-562","https://ccfoodbank.org/food-locator/","","","559-781-7462","","",""
"1588275637-171","https://ccfoodbank.org/food-locator/","Rapto Divino Church (Fresno) - Neighborhood Market","","","","",""
"1588275637-745","https://ccfoodbank.org/food-locator/","","","559-251-3333","","",""
"1588275637-1204","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6991105,%20-119.795802)"
"1588275637-420","https://ccfoodbank.org/food-locator/","","56442 Road 200  North Fork,  CA 93643","","","",""
"1588275637-100","https://ccfoodbank.org/food-locator/","Iglesia Adventista del Septimo Dia","","","","",""
"1588275637-310","https://ccfoodbank.org/food-locator/","","4999 E. Bardsley  Tulare,  CA 93274","","","",""
"1588275637-605","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-264","https://ccfoodbank.org/food-locator/","Woodward Park Church","","","","",""
"1588275637-1063","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 5:00pm -7:00pm","",""
"1588275637-1290","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5655033,%20-119.6117236)"
"1588275637-945","https://ccfoodbank.org/food-locator/","","","","Open 4th Friday, 6pm -8pm","",""
"1588275637-22","https://ccfoodbank.org/food-locator/","Calwa United Methodist Church - USDA","","","","",""
"1588275637-621","https://ccfoodbank.org/food-locator/","","","559-275-6397","","",""
"1588275637-156","https://ccfoodbank.org/food-locator/","Open Gate Ministries Cutler","","","","",""
"1588275637-847","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-208","https://ccfoodbank.org/food-locator/","St. Paul Catholic Church","","","","",""
"1588275637-830","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-798","https://ccfoodbank.org/food-locator/","","","Telephone
                                          Telephone placeholder","","",""
"1588275637-1129","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.75069,%20-119.7808036)"
"1588275637-869","https://ccfoodbank.org/food-locator/","","","","Open 4th Wednesday, 10:30am - 1:30pm","",""
"1588275637-296","https://ccfoodbank.org/food-locator/","","211 Main St.   Porterville,  CA 93257","","","",""
"1588275637-42","https://ccfoodbank.org/food-locator/","Corcoran First United Methodist - Neighborhood Market","","","","",""
"1588275637-1014","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-186","https://ccfoodbank.org/food-locator/","Second Baptist Church - USDA","","","","",""
"1588275637-548","https://ccfoodbank.org/food-locator/","","","559-252-3741","","",""
"1588275637-441","https://ccfoodbank.org/food-locator/","","607 Richgrove Drive.  Richgrove,  CA 93261","","","",""
"1588275637-50","https://ccfoodbank.org/food-locator/","EOC - Huron","","","","",""
"1588275637-1246","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7937183,%20-119.7624641)"
"1588275637-858","https://ccfoodbank.org/food-locator/","","","","Open Closed Pantry","",""
"1588275637-437","https://ccfoodbank.org/food-locator/","","3707 E. Laurite Ave  Fresno,  CA 93726","","","",""
"1588275637-1064","https://ccfoodbank.org/food-locator/","","","","Description placeholder","",""
"1588275637-732","https://ccfoodbank.org/food-locator/","","","559-361-4429","","",""
"1588275637-46","https://ccfoodbank.org/food-locator/","Ducor Elememntary School District","","","","",""
"1588275637-119","https://ccfoodbank.org/food-locator/","Kingsburg Community Assistance Program","","","","",""
"1588275637-608","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-559","https://ccfoodbank.org/food-locator/","","","559-237-0851","","",""
"1588275637-458","https://ccfoodbank.org/food-locator/","","818 N. Redington  St.  Hanford,  CA 93230","","","",""
"1588275637-649","https://ccfoodbank.org/food-locator/","","","619-675-2881","","",""
"1588275637-954","https://ccfoodbank.org/food-locator/","","","","Open 4th Tuesday, 9am - 12pm","",""
"1588275637-1299","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7900701,%20-119.7550452)"
"1588275637-110","https://ccfoodbank.org/food-locator/","Iglesia Jesus es el Senor","","","","",""
"1588275637-1233","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8118309,%20-119.729302)"
"1588275637-27","https://ccfoodbank.org/food-locator/","Catholic Charities - Neighborhood Market","","","","",""
"1588275637-963","https://ccfoodbank.org/food-locator/","","","","Open 2nd Thursday, 1pm- 4pm","",""
"1588275637-1315","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7205759,%20-119.7905078)"
"1588275637-261","https://ccfoodbank.org/food-locator/","Westside Family Services - Kerman - USDA","","","","",""
"1588275637-509","https://ccfoodbank.org/food-locator/","","3838 S. Court  Visalia,  CA 93277","","","",""
"1588275637-1005","https://ccfoodbank.org/food-locator/","","","","Open 2nd Thursday, 9am - 11am","",""
"1588275637-80","https://ccfoodbank.org/food-locator/","Fresno Sunnyside SDA","","","","",""
"1588275637-1153","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7378186,%20-119.7679665)"
"1588275637-1118","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6114319,%20-119.5347867)"
"1588275637-845","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturday, 8am 10am","",""
"1588275637-1181","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3143333,%20-119.7088035)"
"1588275637-669","https://ccfoodbank.org/food-locator/","","","559-268-0404","","",""
"1588275637-663","https://ccfoodbank.org/food-locator/","","","559-530-3871","","",""
"1588275637-529","https://ccfoodbank.org/food-locator/","","199 W. Antelope St.   Woodlake,  CA 93286","","","",""
"1588275637-103","https://ccfoodbank.org/food-locator/","Iglesia Cristiana Siervos de Cristo - Neighborhood Market","","","","",""
"1588275637-197","https://ccfoodbank.org/food-locator/","South Point Church","","","","",""
"1588275637-1119","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.602968,%20-120.1884707)"
"1588275637-901","https://ccfoodbank.org/food-locator/","","","","Open 3rd Monday, 10am - 1pm","",""
"1588275637-349","https://ccfoodbank.org/food-locator/","","916 Waterman Ave.  Fresno,  CA 93706","","","",""
"1588275637-108","https://ccfoodbank.org/food-locator/","Iglesia Emmanuel Porterville","","","","",""
"1588275637-926","https://ccfoodbank.org/food-locator/","","","","Open Every Friday 5-7pm","",""
"1588275637-694","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-292","https://ccfoodbank.org/food-locator/","","149 N. Fulton St.  Fresno,  CA 93704","","","",""
"1588275637-821","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturdays, 10am- 12pm","",""
"1588275637-1275","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7178427,%20-119.7922128)"
"1588275637-405","https://ccfoodbank.org/food-locator/","","1350 E. Annadale  Fresno,  CA 93668","","","",""
"1588275637-1283","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7936848,%20-119.7675071)"
"1588275637-817","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 8:30am -10:30am","",""
"1588275637-1072","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0076669,%20-120.1214429)"
"1588275637-1029","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-1149","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2986521,%20-119.7734109)"
"1588275637-1247","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5582151,%20-119.6130996)"
"1588275637-630","https://ccfoodbank.org/food-locator/","","","559-493-0163","","",""
"1588275637-1048","https://ccfoodbank.org/food-locator/","","","","Open (NO April distribution) 4th Friday, 10am-12pm","",""
"1588275637-777","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1227","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7933186,%20-119.8513703)"
"1588275637-1069","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2922356,%20-119.1450156)"
"1588275637-852","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-179","https://ccfoodbank.org/food-locator/","Rural Foundation for Community Advancement","","","","",""
"1588275637-1031","https://ccfoodbank.org/food-locator/","","","","Open Call for Assistance","",""
"1588275637-573","https://ccfoodbank.org/food-locator/","","","559-237-3663 ext. 1138","","",""
"1588275637-9","https://ccfoodbank.org/food-locator/","Bethlehem Center","","","","",""
"1588275637-792","https://ccfoodbank.org/food-locator/","","","559-945-1022","","",""
"1588275637-144","https://ccfoodbank.org/food-locator/","Mt. Olive Baptist Church - USDA","","","","",""
"1588275637-1056","https://ccfoodbank.org/food-locator/","","","","Open 2nd Monday, 9am - 11am","",""
"1588275637-912","https://ccfoodbank.org/food-locator/","","","","Open 4th Wednesday, 4pm-6pm","",""
"1588275637-1281","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5669199,%20-119.4763075)"
"1588275637-93","https://ccfoodbank.org/food-locator/","Highway City Community Development","","","","",""
"1588275637-376","https://ccfoodbank.org/food-locator/","","1917 W. Inyo Ave.  Tulare,  CA 93274","","","",""
"1588275637-602","https://ccfoodbank.org/food-locator/","","","559-227-8489","","",""
"1588275637-640","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1139","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6326639,%20-119.6753571)"
"1588275637-551","https://ccfoodbank.org/food-locator/","","","559-485-8190","","",""
"1588275637-524","https://ccfoodbank.org/food-locator/","","16856 4th St.  Huron,  CA 93234","","","",""
"1588275637-1187","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.301148,%20-119.780468)"
"1588275637-861","https://ccfoodbank.org/food-locator/","","","","Open 4th Monday, 10am - 1pm","",""
"1588275637-522","https://ccfoodbank.org/food-locator/","","1424 W California A  Fresno,  CA 93706","","","",""
"1588275637-911","https://ccfoodbank.org/food-locator/","","","","Open 4th Thursday, 1pm - 3pm","",""
"1588275637-332","https://ccfoodbank.org/food-locator/","","1653 13th Street.  Firebaugh,  CA 93622","","","",""
"1588275637-435","https://ccfoodbank.org/food-locator/","","28549 Auberry Road,  Clovis,  CA 93619","","","",""
"1588275637-1001","https://ccfoodbank.org/food-locator/","","","","Open 3rd Wednesday, 2:30pm - 4:30pm","",""
"1588275637-940","https://ccfoodbank.org/food-locator/","","","","Open Wednesdays 10am - 1pm * Closed July 1-8, 2020","",""
"1588275637-504","https://ccfoodbank.org/food-locator/","","4881 E. University Ave.  Fresno,  CA 93703","","","",""
"1588275637-150","https://ccfoodbank.org/food-locator/","New Hope Family Church","","","","",""
"1588275637-1034","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 9am - 12pm","",""
"1588275637-126","https://ccfoodbank.org/food-locator/","Life Free Will Baptist Church Neighborhood Market","","","","",""
"1588275637-459","https://ccfoodbank.org/food-locator/","","16283 Ave 24 1/2  Chowchilla,  CA 93610","","","",""
"1588275637-447","https://ccfoodbank.org/food-locator/","","3740 E Ashlan Ave,   Fresno,  CA 93726","","","",""
"1588275637-1320","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7063392,%20-119.8510086)"
"1588275637-272","https://ccfoodbank.org/food-locator/","","205 N. Park Ave.   Avenal,  CA 93204","","","",""
"1588275637-1301","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.780157,%20-119.7428754)"
"1588275637-397","https://ccfoodbank.org/food-locator/","","500 E. Florinda Ave.   Hanford,  CA 93230","","","",""
"1588275637-421","https://ccfoodbank.org/food-locator/","","511 North K Street  Dinuba,  CA 93618","","","",""
"1588275637-167","https://ccfoodbank.org/food-locator/","Porterville College - Mobile Pantry","","","","",""
"1588275637-225","https://ccfoodbank.org/food-locator/","The Salvation Army Selma","","","","",""
"1588275637-1135","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7671752,%20-119.7995349)"
"1588275637-101","https://ccfoodbank.org/food-locator/","Iglesia Buen Pastor  USDA","","","","",""
"1588275637-317","https://ccfoodbank.org/food-locator/","","195 Smoot Ave.  Mendota,  CA 93640","","","",""
"1588275637-1105","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1008276,%20-119.5740284)"
"1588275637-305","https://ccfoodbank.org/food-locator/","","2607 W. Whitley Ave.  Corcoran,  CA 93212","","","",""
"1588275637-611","https://ccfoodbank.org/food-locator/","","","559-237-7242","","",""
"1588275637-916","https://ccfoodbank.org/food-locator/","","","","Open Wed & Fri.  9am - 12noon","",""
"1588275637-325","https://ccfoodbank.org/food-locator/","","430 Peach Ave, Clov  Clovis,  CA 93612","","","",""
"1588275637-1058","https://ccfoodbank.org/food-locator/","","","","Open 4th Wednesday, 8:00am -2:00pm","",""
"1588275637-1268","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7878265,%20-119.7560281)"
"1588275637-633","https://ccfoodbank.org/food-locator/","","","559-397-9352","","",""
"1588275637-1165","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4161854,%20-119.1021923)"
"1588275637-1328","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4154996,%20-119.0999997)"
"1588275637-1254","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5669878,%20-119.6082874)"
"1588275637-1267","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3243603,%20-119.6458227)"
